filename,rgb_path,fluo_path,registered_rgb_train_path,registered_rgb_visual_path,overlay_path,status,message
00425.jpg,D:\multimodel\data\apply_rgbtest\00425.jpg,D:\multimodel\data\apply_graytest\00425.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00425.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00425.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00425.jpg,success,
00426.jpg,D:\multimodel\data\apply_rgbtest\00426.jpg,D:\multimodel\data\apply_graytest\00426.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00426.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00426.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00426.jpg,success,
00427.jpg,D:\multimodel\data\apply_rgbtest\00427.jpg,D:\multimodel\data\apply_graytest\00427.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00427.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00427.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00427.jpg,success,
00428.jpg,D:\multimodel\data\apply_rgbtest\00428.jpg,D:\multimodel\data\apply_graytest\00428.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00428.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00428.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00428.jpg,success,
00429.jpg,D:\multimodel\data\apply_rgbtest\00429.jpg,D:\multimodel\data\apply_graytest\00429.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00429.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00429.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00429.jpg,success,
00430.jpg,D:\multimodel\data\apply_rgbtest\00430.jpg,D:\multimodel\data\apply_graytest\00430.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00430.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00430.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00430.jpg,success,
00431.jpg,D:\multimodel\data\apply_rgbtest\00431.jpg,D:\multimodel\data\apply_graytest\00431.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00431.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00431.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00431.jpg,success,
00432.jpg,D:\multimodel\data\apply_rgbtest\00432.jpg,D:\multimodel\data\apply_graytest\00432.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00432.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00432.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00432.jpg,success,
00433.jpg,D:\multimodel\data\apply_rgbtest\00433.jpg,D:\multimodel\data\apply_graytest\00433.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00433.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00433.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00433.jpg,success,
00434.jpg,D:\multimodel\data\apply_rgbtest\00434.jpg,D:\multimodel\data\apply_graytest\00434.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00434.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00434.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00434.jpg,success,
00435.jpg,D:\multimodel\data\apply_rgbtest\00435.jpg,D:\multimodel\data\apply_graytest\00435.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00435.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00435.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00435.jpg,success,
00436.jpg,D:\multimodel\data\apply_rgbtest\00436.jpg,D:\multimodel\data\apply_graytest\00436.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00436.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00436.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00436.jpg,success,
00437.jpg,D:\multimodel\data\apply_rgbtest\00437.jpg,D:\multimodel\data\apply_graytest\00437.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00437.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00437.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00437.jpg,success,
00438.jpg,D:\multimodel\data\apply_rgbtest\00438.jpg,D:\multimodel\data\apply_graytest\00438.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00438.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00438.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00438.jpg,success,
00439.jpg,D:\multimodel\data\apply_rgbtest\00439.jpg,D:\multimodel\data\apply_graytest\00439.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00439.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00439.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00439.jpg,success,
00440.jpg,D:\multimodel\data\apply_rgbtest\00440.jpg,D:\multimodel\data\apply_graytest\00440.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00440.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00440.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00440.jpg,success,
00441.jpg,D:\multimodel\data\apply_rgbtest\00441.jpg,D:\multimodel\data\apply_graytest\00441.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00441.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00441.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00441.jpg,success,
00442.jpg,D:\multimodel\data\apply_rgbtest\00442.jpg,D:\multimodel\data\apply_graytest\00442.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00442.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00442.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00442.jpg,success,
00443.jpg,D:\multimodel\data\apply_rgbtest\00443.jpg,D:\multimodel\data\apply_graytest\00443.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00443.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00443.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00443.jpg,success,
00444.jpg,D:\multimodel\data\apply_rgbtest\00444.jpg,D:\multimodel\data\apply_graytest\00444.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00444.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00444.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00444.jpg,success,
00445.jpg,D:\multimodel\data\apply_rgbtest\00445.jpg,D:\multimodel\data\apply_graytest\00445.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00445.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00445.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00445.jpg,success,
00446.jpg,D:\multimodel\data\apply_rgbtest\00446.jpg,D:\multimodel\data\apply_graytest\00446.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00446.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00446.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00446.jpg,success,
00447.jpg,D:\multimodel\data\apply_rgbtest\00447.jpg,D:\multimodel\data\apply_graytest\00447.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00447.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00447.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00447.jpg,success,
00448.jpg,D:\multimodel\data\apply_rgbtest\00448.jpg,D:\multimodel\data\apply_graytest\00448.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00448.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00448.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00448.jpg,success,
00449.jpg,D:\multimodel\data\apply_rgbtest\00449.jpg,D:\multimodel\data\apply_graytest\00449.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00449.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00449.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00449.jpg,success,
00450.jpg,D:\multimodel\data\apply_rgbtest\00450.jpg,D:\multimodel\data\apply_graytest\00450.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00450.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00450.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00450.jpg,success,
00451.jpg,D:\multimodel\data\apply_rgbtest\00451.jpg,D:\multimodel\data\apply_graytest\00451.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00451.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00451.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00451.jpg,success,
00452.jpg,D:\multimodel\data\apply_rgbtest\00452.jpg,D:\multimodel\data\apply_graytest\00452.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00452.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00452.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00452.jpg,success,
00453.jpg,D:\multimodel\data\apply_rgbtest\00453.jpg,D:\multimodel\data\apply_graytest\00453.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00453.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00453.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00453.jpg,success,
00454.jpg,D:\multimodel\data\apply_rgbtest\00454.jpg,D:\multimodel\data\apply_graytest\00454.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00454.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00454.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00454.jpg,success,
00455.jpg,D:\multimodel\data\apply_rgbtest\00455.jpg,D:\multimodel\data\apply_graytest\00455.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00455.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00455.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00455.jpg,success,
00456.jpg,D:\multimodel\data\apply_rgbtest\00456.jpg,D:\multimodel\data\apply_graytest\00456.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00456.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00456.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00456.jpg,success,
00457.jpg,D:\multimodel\data\apply_rgbtest\00457.jpg,D:\multimodel\data\apply_graytest\00457.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00457.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00457.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00457.jpg,success,
00458.jpg,D:\multimodel\data\apply_rgbtest\00458.jpg,D:\multimodel\data\apply_graytest\00458.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00458.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00458.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00458.jpg,success,
00459.jpg,D:\multimodel\data\apply_rgbtest\00459.jpg,D:\multimodel\data\apply_graytest\00459.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00459.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00459.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00459.jpg,success,
00460.jpg,D:\multimodel\data\apply_rgbtest\00460.jpg,D:\multimodel\data\apply_graytest\00460.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00460.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00460.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00460.jpg,success,
00461.jpg,D:\multimodel\data\apply_rgbtest\00461.jpg,D:\multimodel\data\apply_graytest\00461.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00461.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00461.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00461.jpg,success,
00462.jpg,D:\multimodel\data\apply_rgbtest\00462.jpg,D:\multimodel\data\apply_graytest\00462.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00462.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00462.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00462.jpg,success,
00463.jpg,D:\multimodel\data\apply_rgbtest\00463.jpg,D:\multimodel\data\apply_graytest\00463.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00463.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00463.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00463.jpg,success,
00464.jpg,D:\multimodel\data\apply_rgbtest\00464.jpg,D:\multimodel\data\apply_graytest\00464.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00464.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00464.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00464.jpg,success,
00465.jpg,D:\multimodel\data\apply_rgbtest\00465.jpg,D:\multimodel\data\apply_graytest\00465.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00465.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00465.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00465.jpg,success,
00466.jpg,D:\multimodel\data\apply_rgbtest\00466.jpg,D:\multimodel\data\apply_graytest\00466.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00466.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00466.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00466.jpg,success,
00467.jpg,D:\multimodel\data\apply_rgbtest\00467.jpg,D:\multimodel\data\apply_graytest\00467.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00467.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00467.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00467.jpg,success,
00468.jpg,D:\multimodel\data\apply_rgbtest\00468.jpg,D:\multimodel\data\apply_graytest\00468.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00468.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00468.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00468.jpg,success,
00469.jpg,D:\multimodel\data\apply_rgbtest\00469.jpg,D:\multimodel\data\apply_graytest\00469.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00469.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00469.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00469.jpg,success,
00470.jpg,D:\multimodel\data\apply_rgbtest\00470.jpg,D:\multimodel\data\apply_graytest\00470.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00470.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00470.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00470.jpg,success,
00471.jpg,D:\multimodel\data\apply_rgbtest\00471.jpg,D:\multimodel\data\apply_graytest\00471.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00471.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00471.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00471.jpg,success,
00472.jpg,D:\multimodel\data\apply_rgbtest\00472.jpg,D:\multimodel\data\apply_graytest\00472.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00472.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00472.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00472.jpg,success,
00473.jpg,D:\multimodel\data\apply_rgbtest\00473.jpg,D:\multimodel\data\apply_graytest\00473.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00473.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00473.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00473.jpg,success,
00474.jpg,D:\multimodel\data\apply_rgbtest\00474.jpg,D:\multimodel\data\apply_graytest\00474.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00474.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00474.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00474.jpg,success,
00475.jpg,D:\multimodel\data\apply_rgbtest\00475.jpg,D:\multimodel\data\apply_graytest\00475.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00475.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00475.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00475.jpg,success,
00476.jpg,D:\multimodel\data\apply_rgbtest\00476.jpg,D:\multimodel\data\apply_graytest\00476.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00476.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00476.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00476.jpg,success,
00477.jpg,D:\multimodel\data\apply_rgbtest\00477.jpg,D:\multimodel\data\apply_graytest\00477.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00477.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00477.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00477.jpg,success,
00478.jpg,D:\multimodel\data\apply_rgbtest\00478.jpg,D:\multimodel\data\apply_graytest\00478.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00478.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00478.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00478.jpg,success,
00479.jpg,D:\multimodel\data\apply_rgbtest\00479.jpg,D:\multimodel\data\apply_graytest\00479.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00479.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00479.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00479.jpg,success,
00480.jpg,D:\multimodel\data\apply_rgbtest\00480.jpg,D:\multimodel\data\apply_graytest\00480.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00480.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00480.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00480.jpg,success,
00481.jpg,D:\multimodel\data\apply_rgbtest\00481.jpg,D:\multimodel\data\apply_graytest\00481.jpg,D:\multimodel\data\APPLY_RGB\apply\registered_rgb_for_train\00481.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\registered_rgb_00481.jpg,D:\multimodel\data\APPLY_RGB\apply\visualization\overlay_00481.jpg,success,
